20	Con sẽ thấy những chú bướm nhiều màu đang bay múa cùng một câu hỏi. Con phải tìm đúng con bướm rồi chạm vào nó.
99	Màn hình hiện một phép nhân. Hãy tính nhanh kết quả rồi dùng bàn phím máy tính hoặc bàn phím trên màn hình để gõ tích của hai số. Con phải nhanh tay, nộp đáp án trước khi khinh khí cầu chở đàn chim cánh cụt hạ xuống!
118	Màn hình hiện một phép chia. Hãy tính nhanh kết quả rồi dùng bàn phím máy tính hoặc bàn phím trên màn hình để gõ vào. Con phải nhanh tay, nộp đáp án trước khi khinh khí cầu chở đàn chim cánh cụt hạ xuống!
134	Màn hình hiện một phép trừ. Hãy tính nhanh kết quả rồi dùng bàn phím máy tính hoặc bàn phím trên màn hình để gõ vào. Con phải nhanh tay, nộp đáp án trước khi khinh khí cầu chở đàn chim cánh cụt hạ xuống!
152	Màn hình hiện một phép cộng. Hãy tính nhanh kết quả rồi dùng bàn phím máy tính hoặc bàn phím trên màn hình để gõ vào. Con phải nhanh tay, nộp đáp án trước khi khinh khí cầu chở đàn chim cánh cụt hạ xuống!
169	Nhìn hai dãy hoa quả. Mỗi quả ở dãy thứ nhất đã được thay bằng một quả khác ở dãy thứ hai. Hãy tìm ra quy luật rồi điền nốt dãy thứ hai bằng đúng loại quả.
173	Chơi với Tux. Hai bên lần lượt bấm vào cột muốn thả quân xuống. Ai xếp được bốn quân thành hàng trước là thắng.
180	Chơi với một người bạn. Hai bên lần lượt bấm vào cột muốn thả quân xuống. Ai xếp được bốn quân thành hàng trước là thắng.
185	Bắt các chữ cái. Nếu có bàn phím thì dùng phím mũi tên để lái trực thăng. Nếu dùng chuột hay màn hình cảm ứng thì chỉ cần bấm hoặc chạm vào chỗ cần tới. Muốn biết phải bắt chữ nào thì con nhớ trong đầu, hoặc nhìn góc dưới bên phải.
195	Kéo linh kiện điện từ bảng chọn thả vào vùng làm việc. Trong vùng làm việc, con di chuyển được linh kiện bằng cách kéo chúng.
