207	Battery	I = %1A
210	Bulb	I = %1A
215	Resistor	I = %1A
218	Rheostat	I = %1A
625	board1_0	1
626	board1_0	2
627	board1_0	3
628	board1_0	4
635	board3_0	1
636	board3_0	2
637	board3_0	3
638	board3_0	4
640	board4_0	1
641	board4_0	2
642	board4_0	3
643	board4_0	4
712	Clockgame	%n second(s)
713	Data	Full hours.
714	Data	Half hours.
715	Data	Quarters of an hour.
716	Data	Time containing minutes.
717	Data	Time containing minutes and seconds.
718	Data	No hints.
723	ActivityInfo	Change the color by moving the sliders on the paint tubes or by clicking on the + and - buttons. Then click on the OK button to validate your answer.
724	ActivityInfo	Paints and inks absorb different colors of the light falling on it, subtracting it from what you see. The more ink you add, the more light is absorbed, and the darker the resulting color becomes. We can mix just three primary colors to make many new colors. The primary colors for paint/ink are cyan (a special shade of blue), magenta (a special shade of pink), and yellow.
725	ColorMix	Match the color
726	ColorMix	Not enough red
727	ColorMix	Too much red
728	ColorMix	Not enough green
729	ColorMix	Too much green
730	ColorMix	Not enough blue
731	ColorMix	Too much blue
732	ColorMix	Not enough magenta
733	ColorMix	Too much magenta
734	ColorMix	Not enough yellow
735	ColorMix	Too much yellow
736	ColorMix	Not enough cyan
737	ColorMix	Too much cyan
742	ActivityInfo	Change the color by moving the sliders on the flashlights or by clicking on the + and - buttons. Then click on the OK button to validate your answer.
743	ActivityInfo	Mixing light colors is just the opposite of mixing paint colors. The more light you add, the lighter the resulting color becomes. The primary colors of light are red, green and blue.
749	ActivityInfo	Space or Enter: select an answer
750	colors	Find the yellow duck
751	colors	Find the black duck
752	colors	Find the green duck
753	colors	Find the red duck
754	colors	Find the white duck
755	colors	Find the blue duck
756	colors	Find the brown duck
757	colors	Find the grey duck
758	colors	Find the orange duck
759	colors	Find the purple duck
760	colors	Find the pink duck
761	FindIt	This activity requires sound, so it will play some sounds even if the audio voices or effects are disabled in the main configuration.
762	FindIt	Quit
763	FindIt	Continue
768	ActivityInfo	If some answers are incorrect, a cross icon will appear on the corresponding lines. Correct the errors, then select the OK button again.
769	ActivityInfo	Up and Down arrows: select a pair of numbers in the list
770	ActivityInfo	Left and Right arrows: select a symbol button
771	ActivityInfo	Space: if a symbol button is selected, enter this symbol
772	ActivityInfo	Return: validate the answers
773	ActivityInfo	&lt;, &gt; or =: enter the corresponding symbol
774	Data	Numbers from 1 to 9.
775	Data	3 decimal places between 0 and 999.999.
776	Data	Numbers from 1 to 19.
777	Data	Numbers from 1 to 100.
778	Data	Numbers from 1 to 1000.
779	Data	Numbers from 1 to 1000000.
780	Data	Numbers from 1 to 1 billion.
781	Data	1 decimal place between 0 and 9.9, same integer part.
782	Data	1 decimal place between 0 and 9.9.
783	Data	2 decimal places between 0 and 99.99.
784	ActivityConfig	Template Mode
789	ActivityInfo	<br><b>Drawing with the compass:</b>
790	ActivityInfo	Move the compass by dragging the leg without the pen.
791	ActivityInfo	Move the pen by dragging the other leg or the circle around the pen tip.
792	ActivityInfo	Rotate and draw by dragging the pen with the left mouse button.
793	ActivityInfo	Rotate without drawing by dragging the compass hinge, or by dragging the pen with the right mouse button.
794	ActivityInfo	The snap to grid setting can be temporarily inverted by pressing the Control key.
795	ActivityInfo	<b>Templates:</b>
796	ActivityInfo	Each level in template mode presents a template to replicate or to get inspiration from.
797	ActivityInfo	Each template is divided into steps which can be scrolled through using the arrows.
798	ActivityInfo	Each step shows where to place the tip of the compass and the circle or arc to be drawn.
799	ActivityInfo	You can change the position of the template by clicking on its corners.
800	ActivityInfo	Ctrl + Z: undo last action
801	ActivityInfo	Ctrl + Y: redo last action
802	ActivityInfo	Ctrl + S: save the image
803	ActivityInfo	Ctrl + O: open an image
804	ActivityInfo	Ctrl: invert snap to grid while it is pressed
805	ActivityInfo	P: open the pen panel
806	ActivityInfo	Left arrow: previous template step
807	ActivityInfo	Right arrow: next template step
808	ActivityInfo	Tab: toggle the template visibility
809	ActivityInfo	Space: toggle the compass and grid visibility
810	compass	Free mode
811	Compass	Previous step
812	Compass	Next step
813	Compass	All steps
814	Compass	Current step
815	Compass	File menu
816	Compass	Compass and grid settings
817	Compass	Pen settings
818	Compass	Undo
819	Compass	Redo
820	Compass	Show template
821	Compass	Hide template
822	Compass	Show compass and grid
823	Compass	Hide compass and grid
824	Compass	Save your image
825	Compass	Open an image
826	Compass	Create a new image
827	Compass	Background color
828	Compass	Canvas size
829	Compass	Grid spacing
830	Compass	Snap to grid
831	Compass	Show grid
832	Compass	Color
833	Compass	Opacity
834	Compass	 Pen size
835	Compass	You did not save this image. Do you want to close this activity?
836	Compass	Do you want to erase this image?
837	Compass	Yes
838	Compass	No
839	Data	The target
840	Data	The peony
841	Data	The snail
842	Data	The rose
843	Data	The swirl
844	Data	The spiral
845	Data	The twist
846	Data	The face
847	Data	The bear
848	Data	The lion
849	Data	The mouse
850	Data	The shell
851	Data	The lotus flower
852	Data	The carpet of flowers
853	Data	The clover
854	Data	The balloon
855	Data	The daisy
856	Data	The periwinkle
857	Data	The soccer ball
863	ActivityInfo	Arrows: move the selected item
864	ActivityInfo	Space or Enter or Tab: select the next item
865	crane	cat;dog;win;red;yes;big;box;air;arm;car;bus;fun;day;eat;hat;leg;ice;old;egg
866	crane	blue;best;good;area;bell;coat;easy;farm;food;else;girl;give;hero;help;hour;sand;song
867	crane	happy;child;white;apple;brown;truth;fresh;green;horse;hotel;house;paper;shape;shirt;study
868	Data	Play with images.
869	Data	Play with words of 3 letters.
870	Data	Play with words of 4 letters.
871	Data	Play with words of 5 letters.
876	ActivityInfo	The images are from Wikimedia Commons.
877	Data	Play with paintings.
878	Data	Play with simple photographs.
879	Data	Play with complex photographs.
880	board10_0	Eilean Donan castle
881	board11_0	Gizah Pyramids, Egypt
882	board12_0	Sydney Opera House, Australia
883	board13_0	Tower Bridge in London
884	board14_0	Eiffel Tower, seen from the champ de Mars, Paris, France
885	board15_0	Courtyard of the Museum of Louvre, and its pyramid
886	board16_0	Panorama of Château de Chenonceau, Indre-et-Loire, France.
887	board17_0	Windmill in Sønderho, Fanø, Denmark
888	board18_0	Nagoya Castle, Aichi Prefecture, Japan.
889	board19_0	Taj Mahal, Agra, India
890	board1_0	Vincent van Gogh, Entrance Hall of Saint-Paul Hospital - 1889
891	board20_0	Castle Neuschwanstein at Schwangau, Bavaria, Germany
892	board21_0	Egeskov Castle, Denmark
893	board2_0	Vincent van Gogh, The Bridge of Langlois at Arles with a lady with umbrella - 1888
894	board3_0	Vincent van Gogh, The Church at Auvers-sur-Oise - 1890
895	board4_0	Vincent van Gogh, Painter on His Way to Work - 1888
896	board5_0	Vincent van Gogh, The Harvest - 1888
897	board6_0	Vincent van Gogh, Cafe Terrace at Night - 1888
898	board7_0	Vincent van Gogh, The Night Café - 1888
899	board8_0	Vincent van Gogh, Portrait of Pere Tanguy 1887-8
900	board9_0	Notre Dame de Paris cathedral on the Île de la Cité in Paris, France.
906	ActivityInfo	To connect two terminals with a wire, click on a first terminal, then on a second terminal.
907	ActivityInfo	The simulation is updated in real time by any user action.
908	ActivityInfo	In the working area, you can move the components by dragging them.
909	ActivityInfo	In the side bar, you can click on the tool icon to access the tool menu.
910	ActivityInfo	To delete a component or a wire, select the delete tool (cross icon) from the tool menu, and click on the component or on the wire you want to delete.
911	ActivityInfo	To deselect a terminal or the delete tool, click on any empty area.
912	ActivityInfo	You can rotate the selected component using the rotate buttons (circle arrow icons) from the tool menu.
913	ActivityInfo	You can read information about the selected component using the info button (i icon) from the tool menu.
914	ActivityInfo	You can zoom in or out the working area using the + and - keys, using the zoom buttons from the tool menu, or using pinch gestures on a touchscreen.
915	ActivityInfo	You can pan the working area by clicking on an empty area and dragging it.
916	ActivityInfo	You can click on a switch component to open and close it.
917	AndGate	An AND gate outputs 1 only if all its inputs are equal to 1. As soon as one input is equal to 0 the result is 0. The output for a 2 inputs AND gate is:
918	AndGate	A AND B
919	BcdCounter	A BCD counter usually takes a signal generator as input. The output is a BCD number starting from 0 which is increased by one at each tick.
920	BCDToSevenSegment	A BCD to 7 segment converter takes 4 binary inputs and gives 7 binary outputs which allow to light BCD number segments (binary-coded decimal) to display numbers between 0 and 9. The output for a BCD To 7 Segment converter is:
921	Comparator	A comparator takes 2 numbers as input, A and B. It compares them and outputs 3 values. The first output is 1 if A < B, otherwise it's 0. The second output is 1 if A = B, otherwise it's 0. The third output is 1 if A > B, otherwise it's 0. 
922	DigitalLight	A digital light is used to check the output of other digital components. It turns green if the input is 1, and turns red if the input is 0.
923	NandGate	A NAND gate outputs the opposite of an AND gate. If all the inputs are 1, the output is equal to 0 and as soon as one input is equal to 0 it gives a 1:
924	NandGate	NOT (A AND B)
925	NorGate	A NOR gate outputs the opposite of an OR gate. As soon as there is a 1 in an input the output is equal to 0. To obtain a 1 all the inputs must be equal to 0:
926	NorGate	NOT (A OR B)
927	NotGate	A Not gate (also known as inverter) outputs the opposite of the input. An input 0 gives an output 1. An Input 1 gives an output 0:
928	NotGate	NOT A
929	One	Digital circuits work with only two states: 0 and 1. It is the basics of computer technics. In reality, 0 is often the representation of a voltage nearly equal to ground voltage and 1 is the representation of the supply voltage of a circuit.
930	OrGate	An OR gate outputs 1 if any of the inputs is 1, otherwise its output is 0:
931	OrGate	A OR B
932	SevenSegment	A 7 segment display takes 7 binary inputs. The display consists of 7 segments and each segment is lighted according to the input. By generating different combinations of binary inputs, the display can be used to display numbers from 0 to 9 and a few letters. The diagram is:
933	SignalGenerator	A signal generator is used to generate alternating signals of 0 and 1. The time between two changes can be modified by pressing the arrows on the generator.
934	SignalGenerator	%1 s
935	Switch	A switch is used to connect or disconnect two terminals. If the switch is turned on, the current can flow through the switch. If the switch is turned off, then the connection inside the switch is broken and the current can not flow through it.
936	XorGate	An XOR gate outputs 1 if the number of 1 in inputs is odd, and 0 if number of 1 in inputs is even. In this activity, a 2 inputs XOR gate is shown. The output for a 2 inputs XOR gate is:
937	XorGate	A XOR B
938	Zero	Digital circuits work with only two states: 0 and 1. It is the basics of computer technics. In reality, 0 is often the representation of a voltage nearly equal to ground voltage and 1 is the representation of the supply voltage of a circuit.
939	DigitalElectricity	Input
940	DigitalElectricity	Output
941	TutorialDataset	Zero input
942	TutorialDataset	One input
943	TutorialDataset	Digital light
944	TutorialDataset	AND gate
945	TutorialDataset	OR gate
946	TutorialDataset	NOT gate
947	TutorialDataset	XOR gate
948	TutorialDataset	NAND gate
949	TutorialDataset	NOR gate
950	TutorialDataset	Comparator
951	TutorialDataset	BCD to 7 segment
952	TutorialDataset	7 segment display
953	TutorialDataset	Signal generator
954	TutorialDataset	BCD counter
955	TutorialDataset	The digital light glows when its terminal is connected with an input of 1.
956	TutorialDataset	Turn on the digital light using the provided inputs.
957	TutorialDataset	To connect two terminals, click on a first terminal, then on a second terminal.
958	TutorialDataset	The AND gate produces an output of 1 when both of its input terminals are of value 1.
959	TutorialDataset	Turn on the digital light using an AND gate and the provided inputs.
960	TutorialDataset	The OR gate produces an output of 1 when at least one of its input terminals is of value 1.
961	TutorialDataset	Turn on the digital light using an OR gate and the provided inputs.
962	TutorialDataset	You can draw multiple wires from the output terminal of a component.
963	TutorialDataset	Turn on the digital light using the provided components.
964	TutorialDataset	The NOT gate takes a single binary input and flips the value in the output.
965	TutorialDataset	The NAND gate takes two binary inputs and produces one binary output.
966	TutorialDataset	The output of the NAND gate is zero if both of its inputs are 1. Else, the output is one.
967	TutorialDataset	For a more detailed description about the NAND gate, select it and click on the info button.
968	TutorialDataset	Light the bulb using the provided NAND gate.
969	TutorialDataset	Create a circuit using the provided components so that the bulb glows only when both of the switches are turned on.
970	TutorialDataset	Create a circuit using the provided components so that the bulb glows when either of the switch is turned on.
971	TutorialDataset	Light the bulb using the three switches so that the bulb glows only if all the three switches are turned on.
972	TutorialDataset	Light the bulb using the three switches so that the bulb glows if any of the switches are turned on.
973	TutorialDataset	Use the gates so that the bulb glows only when the switch is on.
974	TutorialDataset	The XOR Gate takes two binary inputs and produces one binary output.
975	TutorialDataset	The output of the XOR gate is one if the number of 1 in the input is odd. Else, the output is zero.
976	TutorialDataset	Light the bulb using the provided XOR gate.
977	TutorialDataset	Light the bulb using the two switches so that the bulb glows when one of the switch is on and the other is off.
978	TutorialDataset	Light the bulb using the three switches so that the bulb glows when odd number of the switches are turned on.
979	TutorialDataset	A NOR gate takes 2 binary inputs and outputs 1 if both of them are 0, otherwise produces an output of 0.
980	TutorialDataset	For a more detailed description about the NOR gate, select it and click on the info button.
981	TutorialDataset	Light the bulb using the provided NOR gate.
982	TutorialDataset	Use the gates so that the bulb glows only when the switch is turned off and doesn't glow when the switch is turned on.
983	TutorialDataset	Create a circuit using the provided components so that the bulb glows only when both of the switches are turned off.
984	TutorialDataset	Light the bulb using the provided components so that the bulb glows if the first switch is turned ON, or if both the second and the third switches are turned on.
985	TutorialDataset	Use the gates so that the bulb glows when the switch is turned off and doesn't glow when the switch is turned on.
986	TutorialDataset	Create a circuit using the provided components so that the bulb glows when either of the switches are turned on.
987	TutorialDataset	Create a circuit using the provided components so that the bulb glows when at least one of the switches is turned off.
988	TutorialDataset	A comparator takes two numbers (A and B) as input and produces 3 values as output. The first value is 1 if A < B, the second value is 1 if A = B and the third value is 1 if A > B.
989	TutorialDataset	Create a circuit using the provided components so that the bulb glows when the output of the first switch is less than or equal to the output of the second switch.
990	TutorialDataset	The component in the middle is a BCD to seven segment converter.
991	TutorialDataset	It takes 4 bits as input represented in the binary coded decimal (BCD) format and converts the BCD number into a seven segment code.
992	TutorialDataset	The output of the converter is connected to the seven segment display, to view the value of the input provided.
993	TutorialDataset	Display the number 6 in the seven segment display.
994	TutorialDataset	The signal generator on the left is used to generate alternating signals between 0 and 1 in a given time period taken as input. The time period by default is 1 second, but it can be changed between 0.25 and 2s.
995	TutorialDataset	The BCD counter placed under it is a special type of counter which can count from 0 to 9 and back to 0 on application of a clock signal.
996	TutorialDataset	Connect the components to make sure that the count of 0 to 9 is visible in the provided seven segment display.
997	TutorialDataset	Light the bulb using both the switches so that the bulb glows only when either the first switch is on and the second switch is off, or when the first switch is off and the second switch is on.
998	ActivityConfig	Number of undo: %1
999	ActivityConfig	Warning: setting the number of undo too high can make the application crash if your device doesn't have enough memory.
1004	DrawingWheels	File menu
1005	DrawingWheels	Wheel and gear
1006	DrawingWheels	Pencil size and position
1007	DrawingWheels	Color selector
1008	DrawingWheels	Undo
1009	DrawingWheels	Redo
1010	DrawingWheels	Stop drawing
1011	DrawingWheels	Start drawing
1012	DrawingWheels	Show wheel and gear
1013	DrawingWheels	Hide wheel and gear
1014	DrawingWheels	Save your image
1015	DrawingWheels	Open an image
1016	DrawingWheels	Create a new image
1017	DrawingWheels	Background color
1018	DrawingWheels	Wheel
1019	DrawingWheels	Gear
1020	DrawingWheels	%1 spikes
1021	DrawingWheels	Speed
1022	DrawingWheels	Slow
1023	DrawingWheels	Fast
1024	DrawingWheels	Pen size
1025	DrawingWheels	Opacity
1026	DrawingWheels	Offset
1027	DrawingWheels	Start tooth
1028	DrawingWheels	You did not save this image. Do you want to close this activity?
1029	DrawingWheels	Do you want to erase this image?
1030	DrawingWheels	Yes
1031	DrawingWheels	No
1045	ActivityInfo	Up arrow: select next item
1046	ActivityInfo	Down arrow: select previous item
1047	ActivityInfo	Digits: enter your answer for the selected item
