4	Tìm số liền trước, liền sau còn thiếu.
17	Chọn con bướm có màu đúng.
96	Luyện phép nhân.
115	Luyện phép chia.
131	Luyện phép trừ.
149	Luyện phép cộng.
167	Xếp nốt dãy hoa quả.
171	Xếp bốn quân thành một hàng.
182	Lái trực thăng bắt các đám mây theo đúng thứ tự bảng chữ cái.
192	Vẽ và mô phỏng một sơ đồ mạch điện tương tự.
269	Hoạt động đơn giản để làm quen với bàn phím.
273	Di chuột hoặc chạm màn hình rồi xem điều gì xảy ra.
282	Ghép đồ vật với hình dạng của chúng.
287	Viết những dòng chữ đầu tiên của con.
305	Kéo thả các món đồ để ghép chúng với nhau.
311	Kéo thả các hình vào đúng chỗ của chúng.
331	Nghiêng hộp để đưa quả bóng tới cửa.
360	Bấm cùng lúc phím mũi tên trái và phải để quả bóng đi thẳng.
370	Tính trước để buộc người kia phải thả bi vào lỗ cuối cùng.
377	Hoạt động này giúp con hiểu cách đổi số từ hệ thập phân sang hệ nhị phân.
401	Học và ghi nhớ hệ chữ nổi Braille.
420	Luyện các chữ cái chữ nổi.
425	Giải câu đố Calcudoku.
435	Đọc yêu cầu rồi chọn đúng ngày trên lịch.
494	Tux đang gặp khó, thuyền của bạn ấy phải qua âu thuyền. Giúp Tux và tìm hiểu âu thuyền hoạt động thế nào.
504	Xếp các món đồ vào nhóm đúng và nhóm sai.
582	Bắt hết quân của đối thủ trước khi đối thủ bắt hết quân của con.
594	Làm quen và luyện chơi cờ vua.
613	Chơi phần tàn cuộc của một ván cờ vua với Tux.
617	Kéo thả các bức tranh để sắp thành câu chuyện.
680	Nghe một chữ cái rồi bấm vào nó.
691	Vẽ bức tranh bằng cách bấm vào các điểm được đánh dấu.
696	Bắt hết cá đang bơi trước khi chúng ra khỏi bể.
704	Học cách xem giờ trên đồng hồ kim.
720	Khám phá cách pha màu sơn.
739	Khám phá cách pha màu ánh sáng.
745	Bấm vào đúng màu.
765	So sánh hai số rồi chọn dấu thích hợp.
786	Dùng compa để vẽ.
859	Điều khiển cần cẩu và xếp giống mẫu.
873	Kéo thả các hình vào đúng chỗ của chúng.
902	Vẽ và mô phỏng một mạch logic số.
1001	Lăn bánh răng trong vòng răng để vẽ.
1033	Nối các chấm để viết chữ cái.
1037	Nối các chấm để viết chữ số từ 0 tới 9.
1041	Sắp các món đồ sao cho dễ đếm nhất.
1054	Di chuột hoặc chạm màn hình để xoá các ô và tìm ra bức tranh giấu bên dưới.
1058	Chạm đúp hoặc bấm đúp để xoá các ô và tìm ra bức tranh giấu bên dưới.
1061	Bấm hoặc chạm để xoá các ô và tìm ra bức tranh giấu bên dưới.
1064	Tìm hiểu vật nuôi trong trang trại, tiếng kêu của chúng và những điều thú vị.
1104	Khám phá các công trình nổi tiếng khắp thế giới.
1259	Tìm hiểu động vật thế giới, những điều thú vị và nơi chúng sống trên bản đồ.
1301	Tìm hiểu âm nhạc của các nơi trên thế giới.
1330	Chọn cách gọi đúng cho người thân này trong gia đình.
1357	Chọn hai người có quan hệ họ hàng được nêu.
1361	Di chuyển từng ô để ghép lại bức tranh.
1366	Tìm đúng ngày rồi chọn trên lịch.
1397	Chú lính cứu hoả cần dập lửa, nhưng vòi nước đang bị tắc.
1401	Sút bóng vào khung thành.
1405	Chọn đúng số phần để biểu diễn phân số đã cho.
1464	Tìm đúng tử số và mẫu số của phân số được vẽ.
1474	Vẽ tiếp và hoàn thành dải hoa văn.
1501	Đặt các vùng vào đúng chỗ trên bản đồ quốc gia.
1971	Đặt các châu lục và quốc gia vào đúng chỗ trên bản đồ thế giới.
2195	Gõ các chữ cái đang rơi trước khi chúng chạm đất.
2199	Dẫn Quái Ăn Số tới những phép tính có kết quả bằng số ghi ở cuối màn hình.
2222	Dẫn Quái Ăn Số tới tất cả các ước của số ghi ở cuối màn hình.
2226	Dẫn Quái Ăn Số tới tất cả những phép tính có kết quả khác số ghi ở cuối màn hình.
2233	Dẫn Quái Ăn Số tới tất cả các bội của số ghi ở cuối màn hình.
2236	Dẫn Quái Ăn Số tới tất cả các số nguyên tố.
2240	Đọc giá trị trên trục số có vạch chia.
2261	Đặt giá trị lên trục số có vạch chia.
2276	Nhận ra các từ loại trong câu đã cho.
2303	Tô màu đồ thị sao cho hai đỉnh kề nhau không cùng màu.
2309	Làm quen với khái niệm trọng lực.
2319	Tính sao cho ra 24.
2340	Tìm các phép tính để ra kết quả yêu cầu.
2355	Giúp Tux thoát khỏi hang bằng cách tìm ra con số bí mật.
2368	Đoán các chữ cái của từ đã cho.
2378	Xếp lại tháp bên phải sang cọc còn trống.
2383	Chuyển cả tháp từ cọc bên trái sang cọc bên phải.
2389	Tìm quả dâu bằng cách bấm vào các ô màu xanh.
2393	Kéo thả từng món đồ lên trên tên của nó.
2441	Bấm vào đúng nhạc cụ.
2474	Tìm ký tự được yêu cầu rồi gõ nó trên bàn phím.
2478	Lái tàu vũ trụ về bãi đáp màu xanh.
2504	Hoàn thành các hoạt động học ngôn ngữ.
2538	Học phép cộng với các số nhỏ.
2546	Biểu diễn các số thập phân đã cho.
2559	Học phép cộng với số thập phân.
2571	Học phép trừ với số thập phân.
2586	Biểu diễn số ứng với chữ số đã cho.
2600	Học cách biểu diễn số lượng đồ vật.
2612	Học phép trừ với các số nhỏ.
2621	Đưa các con vật về nhà bằng cách bấm chuột trái hoặc chuột phải.
2625	Xác định xem đó là bàn tay phải hay bàn tay trái.
2639	Tìm những từ có chứa chữ cái đã cho.
2647	Tắt hết tất cả các đèn.
2661	Đọc vài sự kiện quan trọng trong đời người phát minh ra hệ chữ nổi, rồi nhớ thứ tự thời gian của chúng.
2679	Tính xem có bao nhiêu ngôi sao dưới chiếc mũ ảo thuật.
2695	Đếm xem có bao nhiêu ngôi sao dưới chiếc mũ ảo thuật.
2709	Giúp Tux ra khỏi mê cung này.
2718	Dẫn Tux ra khỏi mê cung vô hình.
2725	Giúp Tux ra khỏi mê cung này (hướng đi tính theo Tux).
2731	Lặp lại một chuỗi âm thanh.
2739	Lật các thẻ để tìm chữ hoa và chữ thường của cùng một chữ cái, đấu với Tux.
2748	Lật các thẻ để tìm chữ hoa và chữ thường của cùng một chữ cái.
2750	Lật các thẻ để ghép một số với một bức hình.
2762	Lật các thẻ để ghép phép tính với kết quả của nó, đấu với Tux.
2777	Lật các thẻ để ghép phép tính với kết quả của nó.
2779	Lật các thẻ để ghép phép cộng hoặc phép trừ với kết quả của nó, đấu với Tux.
2784	Lật các thẻ để ghép phép cộng hoặc phép trừ với kết quả của nó.
2786	Lật các thẻ để ghép phép cộng với kết quả của nó, đấu với Tux.
2800	Lật các thẻ để ghép phép cộng với kết quả của nó.
2802	Lật các thẻ để ghép phép chia với kết quả của nó, đấu với Tux.
2817	Lật các thẻ để ghép phép chia với kết quả của nó.
2820	Lật các thẻ để ghép phép trừ với kết quả của nó, đấu với Tux.
2834	Lật các thẻ để ghép phép trừ với kết quả của nó.
2836	Lật các thẻ để ghép phép nhân hoặc phép chia với kết quả của nó, đấu với Tux.
2841	Lật các thẻ để ghép phép nhân hoặc phép chia với kết quả của nó.
2843	Lật các thẻ để ghép phép nhân với kết quả của nó, đấu với Tux.
2858	Lật các thẻ để ghép phép nhân với kết quả của nó.
2860	Lật các thẻ để ghép các cặp âm thanh giống nhau, đấu với Tux.
2864	Lật các thẻ để ghép các cặp âm thanh giống nhau.
2866	Lật các thẻ để tìm các cặp giống nhau, đấu với Tux.
2870	Lật các thẻ để ghép chữ số với tên gọi của nó.
2895	Lật các thẻ để tìm các cặp giống nhau.
2904	Chọn một hoạt động để bắt đầu chơi.
2994	Dùng bánh xe chuột để tiến lại vách đá và tìm các cục vàng.
3012	Tìm chữ cái còn thiếu để hoàn thành từ.
3020	Luyện dùng tiền.
3032	Luyện dùng tiền bằng cách thối tiền cho Tux.
3037	Luyện dùng tiền, có cả tiền xu.
3040	Trao đổi bằng mã Morse quốc tế.
3061	Đặt từng món đồ vào đúng chỗ như trong hình mẫu.
3072	Hoạt động chung dành cho các câu hỏi trắc nghiệm.
3079	Chơi cờ chín quân với Tux.
3095	Chơi cờ chín quân với một người bạn.
3098	Học tên các nốt nhạc ở khoá Fa và khoá Sol.
3109	Chọn lần lượt các số theo đúng dãy số.
3113	Lái trực thăng bắt những đám mây mang số chẵn hoặc số lẻ.
3132	Sắp các chữ cái đã cho theo thứ tự bảng chữ cái, xuôi hoặc ngược theo yêu cầu.
3146	Sắp các sự kiện đã cho theo thứ tự thời gian.
3153	Sắp các số đã cho theo thứ tự tăng dần hoặc giảm dần theo yêu cầu.
3172	Sắp các từ đã cho thành một câu có nghĩa.
3180	Chơi cờ Oware với Tux.
3188	Chơi cờ Oware với một người bạn.
3190	Kéo thả các mảnh để ghép lại bức tranh gốc.
3216	Làm theo chỉ dẫn để giúp Tux tới đích.
3225	Di chuyển Tux theo đường đi để tới đích.
3233	Ăn hết các quân theo đúng thứ tự cho tới khi chỉ còn một quân.
3240	Bấm đúp hoặc chạm đúp vào một bên khung thành để ghi bàn.
3245	Tìm những điểm khác nhau giữa hai bức tranh.
3251	Tìm hiểu bàn phím dương cầm hoạt động ra sao, và cách ghi nốt trên khuông nhạc.
3352	Lái trực thăng bắt các đám mây theo đúng thứ tự.
3360	Đọc bản nhạc rồi chơi lại trên bàn phím.
3371	Gõ theo đúng nhịp.
3388	Tìm vị trí của cậu bé so với chiếc hộp.
3411	Lập trình đường đi để giúp Tux bắt được cá.
3447	Xếp lại đoàn tàu như mẫu ở phía trên màn hình.
3458	Đọc một danh sách từ rồi cho biết một từ có nằm trong đó không.
3465	Đọc một danh sách từ theo hàng dọc rồi cho biết một từ có nằm trong đó không.
3468	Vẽ thật chính xác hình mẫu lên lưới ô trống.
3478	Vẽ lại bức hình đối xứng lên lưới ô trống.
3484	Tux vừa đi câu về bằng thuyền. Hãy nối lại hệ thống điện để nhà bạn ấy có đèn sáng.
3497	Tux đang đói. Giúp bạn ấy tìm cá bằng cách đếm tới đúng tảng băng.
3507	Học cách đọc và viết chữ số La Mã.
3524	Kéo thả các quả cân để cân thăng bằng.
3536	Kéo thả các quả cân để cân thăng bằng rồi tính khối lượng.
3575	Thử chia số kẹo cho một số bạn nhỏ cho trước.
3634	Vẽ bức tranh của riêng con.
3639	Dùng các công cụ vẽ trên máy tính để tạo ra bức tranh.
3678	Đếm số chấm trên con xúc xắc trước khi nó chạm đất.
